P,Outcome,Importance Raiting,Satisfaction Raiting
P58,I only see the signals on my DIff that are important to me,2,4
P59,I only see the signals on my DIff that are important to me,4,2
P60,I only see the signals on my DIff that are important to me,2,3
P61,I only see the signals on my DIff that are important to me,3,4
P62,I only see the signals on my DIff that are important to me,3,3
P1,I can ship my Diffs with confidence,5,5
P2,I can ship my Diffs with confidence,4,4
P3,I can ship my Diffs with confidence,5,4
P4,I can ship my Diffs with confidence,5,4
P5,I can ship my Diffs with confidence,5,5
P6,I can ship my Diffs with confidence,5,5
P7,I can ship my Diffs with confidence,5,5
P8,I can ship my Diffs with confidence,4,4
P9,I can ship my Diffs with confidence,5,5
P10,I can ship my Diffs with confidence,4,4
P11,I can ship my Diffs with confidence,5,5
P12,I can ship my Diffs with confidence,5,4
P13,I can ship my Diffs with confidence,4,4
P14,I can ship my Diffs with confidence,5,4
P15,I can ship my Diffs with confidence,5,5
P16,I can ship my Diffs with confidence,4,4
P17,I can ship my Diffs with confidence,5,5
P18,I can ship my Diffs with confidence,3,4
P19,I can ship my Diffs with confidence,5,4
P20,I can ship my Diffs with confidence,4,4
P21,I can ship my Diffs with confidence,5,5
P22,I can ship my Diffs with confidence,5,4
P23,I can ship my Diffs with confidence,5,5
P24,I can ship my Diffs with confidence,4,4
P25,I can ship my Diffs with confidence,4,4
P26,I can ship my Diffs with confidence,5,5
P27,I can ship my Diffs with confidence,5,4
P28,I can ship my Diffs with confidence,4,4
P29,I can ship my Diffs with confidence,4,4
P30,I can ship my Diffs with confidence,4,3
P31,I can ship my Diffs with confidence,5,1
P32,I can ship my Diffs with confidence,4,4
P33,I can ship my Diffs with confidence,5,4
P34,I can ship my Diffs with confidence,5,4
P35,I can ship my Diffs with confidence,5,4
P36,I can ship my Diffs with confidence,5,5
P37,I can ship my Diffs with confidence,5,4
P38,I can ship my Diffs with confidence,5,5
P39,I can ship my Diffs with confidence,5,4
P40,I can ship my Diffs with confidence,4,4
P41,I can ship my Diffs with confidence,5,4
P42,I can ship my Diffs with confidence,5,5
P43,I can ship my Diffs with confidence,3,3
P44,I can ship my Diffs with confidence,4,4
P45,I can ship my Diffs with confidence,5,4
P46,I can ship my Diffs with confidence,5,4
P47,I can ship my Diffs with confidence,4,4
P48,I can ship my Diffs with confidence,5,4
P49,I can ship my Diffs with confidence,4,4
P50,I can ship my Diffs with confidence,5,4
P51,I can ship my Diffs with confidence,4,4
P52,I can ship my Diffs with confidence,5,4
P53,I can ship my Diffs with confidence,4,4
P54,I can ship my Diffs with confidence,5,4
P55,I can ship my Diffs with confidence,4,4
P56,I can ship my Diffs with confidence,5,5
P57,I can ship my Diffs with confidence,4,4
P58,I can ship my Diffs with confidence,5,4
P59,I can ship my Diffs with confidence,4,4
P60,I can ship my Diffs with confidence,4,5
P61,I can ship my Diffs with confidence,5,4
P62,I can ship my Diffs with confidence,4,4
P1,I know the health of trunk when necessary (e.g. if trunk has failed),3,3
P2,I know the health of trunk when necessary (e.g. if trunk has failed),3,3
P3,I know the health of trunk when necessary (e.g. if trunk has failed),5,3
P4,I know the health of trunk when necessary (e.g. if trunk has failed),4,4
P5,I know the health of trunk when necessary (e.g. if trunk has failed),3,3
P6,I know the health of trunk when necessary (e.g. if trunk has failed),3,3
P7,I know the health of trunk when necessary (e.g. if trunk has failed),3,5
P8,I know the health of trunk when necessary (e.g. if trunk has failed),3,3
P9,I know the health of trunk when necessary (e.g. if trunk has failed),5,5
P10,I know the health of trunk when necessary (e.g. if trunk has failed),3,5
P11,I know the health of trunk when necessary (e.g. if trunk has failed),4,5
P12,I know the health of trunk when necessary (e.g. if trunk has failed),4,4
P13,I know the health of trunk when necessary (e.g. if trunk has failed),5,2
P14,I know the health of trunk when necessary (e.g. if trunk has failed),3,3
P15,I know the health of trunk when necessary (e.g. if trunk has failed),3,2
P16,I know the health of trunk when necessary (e.g. if trunk has failed),2,5
P17,I know the health of trunk when necessary (e.g. if trunk has failed),5,5
P18,I know the health of trunk when necessary (e.g. if trunk has failed),4,2
P19,I know the health of trunk when necessary (e.g. if trunk has failed),5,4
P20,I know the health of trunk when necessary (e.g. if trunk has failed),4,1
P21,I know the health of trunk when necessary (e.g. if trunk has failed),3,3
P22,I know the health of trunk when necessary (e.g. if trunk has failed),1,5
P23,I know the health of trunk when necessary (e.g. if trunk has failed),3,3
P24,I know the health of trunk when necessary (e.g. if trunk has failed),4,4
P25,I know the health of trunk when necessary (e.g. if trunk has failed),3,3
P26,I know the health of trunk when necessary (e.g. if trunk has failed),4,2
P27,I know the health of trunk when necessary (e.g. if trunk has failed),5,3
P28,I know the health of trunk when necessary (e.g. if trunk has failed),3,5
P29,I know the health of trunk when necessary (e.g. if trunk has failed),4,5
P30,I know the health of trunk when necessary (e.g. if trunk has failed),4,3
P31,I know the health of trunk when necessary (e.g. if trunk has failed),3,2
P32,I know the health of trunk when necessary (e.g. if trunk has failed),4,2
P33,I know the health of trunk when necessary (e.g. if trunk has failed),5,1
P34,I know the health of trunk when necessary (e.g. if trunk has failed),4,3
P35,I know the health of trunk when necessary (e.g. if trunk has failed),2,2
P36,I know the health of trunk when necessary (e.g. if trunk has failed),5,5
P37,I know the health of trunk when necessary (e.g. if trunk has failed),3,5
P38,I know the health of trunk when necessary (e.g. if trunk has failed),4,3
P39,I know the health of trunk when necessary (e.g. if trunk has failed),3,3
P40,I know the health of trunk when necessary (e.g. if trunk has failed),4,2
P41,I know the health of trunk when necessary (e.g. if trunk has failed),4,4
P42,I know the health of trunk when necessary (e.g. if trunk has failed),3,3
P43,I know the health of trunk when necessary (e.g. if trunk has failed),3,3
P44,I know the health of trunk when necessary (e.g. if trunk has failed),4,2
P45,I know the health of trunk when necessary (e.g. if trunk has failed),4,2
P46,I know the health of trunk when necessary (e.g. if trunk has failed),3,3
P47,I know the health of trunk when necessary (e.g. if trunk has failed),3,3
P48,I know the health of trunk when necessary (e.g. if trunk has failed),5,2
P49,I know the health of trunk when necessary (e.g. if trunk has failed),3,2
P50,I know the health of trunk when necessary (e.g. if trunk has failed),4,2
P51,I know the health of trunk when necessary (e.g. if trunk has failed),3,3
P52,I know the health of trunk when necessary (e.g. if trunk has failed),3,4
P53,I know the health of trunk when necessary (e.g. if trunk has failed),5,5
